index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_ascertainment,x_cv_diagnostic_criteria,x_cv_representative,year_end,year_start
2098,44,40,,latin_america_tropical,csmr,,4.48e-07,male,-99.0,2.06e-06,1.23e-06,0,0,0,2005,2005
2099,49,45,,latin_america_tropical,csmr,,6.83e-07,male,-99.0,3.38e-06,1.96e-06,0,0,0,2005,2005
2100,54,50,,latin_america_tropical,csmr,,1.64e-06,male,-99.0,6.26e-06,3.94e-06,0,0,0,2005,2005
2101,59,55,,latin_america_tropical,csmr,,3.27e-06,male,-99.0,1.43e-05,8.51e-06,0,0,0,2005,2005
2102,64,60,,latin_america_tropical,csmr,,9.64e-06,male,-99.0,3.56e-05,2.18e-05,0,0,0,2005,2005
2103,69,65,,latin_america_tropical,csmr,,2.21e-05,male,-99.0,8.33e-05,5.49e-05,0,0,0,2005,2005
2104,74,70,,latin_america_tropical,csmr,,5.64e-05,male,-99.0,0.0001905,0.0001307,0,0,0,2005,2005
2105,79,75,,latin_america_tropical,csmr,,9.89e-05,male,-99.0,0.0003856,0.0002708,0,0,0,2005,2005
2106,99,80,,latin_america_tropical,csmr,,0.0001937,male,-99.0,0.0009992,0.0006439,0,0,0,2005,2005
2107,24,20,,latin_america_tropical,csmr,,9.06e-08,male,-99.0,4.61e-07,2.64e-07,0,0,0,2010,2010
2108,29,25,,latin_america_tropical,csmr,,9.77e-08,male,-99.0,6.05e-07,3.26e-07,0,0,0,2010,2010
2109,34,30,,latin_america_tropical,csmr,,1.65e-07,male,-99.0,1.06e-06,5.66e-07,0,0,0,2010,2010
2110,39,35,,latin_america_tropical,csmr,,2.61e-07,male,-99.0,1.45e-06,7.6e-07,0,0,0,2010,2010
2111,44,40,,latin_america_tropical,csmr,,4.13e-07,male,-99.0,2.23e-06,1.18e-06,0,0,0,2010,2010
2112,49,45,,latin_america_tropical,csmr,,7.06e-07,male,-99.0,3.86e-06,2e-06,0,0,0,2010,2010
2113,54,50,,latin_america_tropical,csmr,,1.64e-06,male,-99.0,7.46e-06,4.15e-06,0,0,0,2010,2010
2114,59,55,,latin_america_tropical,csmr,,3.5e-06,male,-99.0,1.64e-05,8.88e-06,0,0,0,2010,2010
2115,64,60,,latin_america_tropical,csmr,,9.15e-06,male,-99.0,3.88e-05,2.27e-05,0,0,0,2010,2010
2116,69,65,,latin_america_tropical,csmr,,2.35e-05,male,-99.0,9.23e-05,5.53e-05,0,0,0,2010,2010
2117,74,70,,latin_america_tropical,csmr,,5.61e-05,male,-99.0,0.0002121,0.0001343,0,0,0,2010,2010
2118,79,75,,latin_america_tropical,csmr,,0.0001067,male,-99.0,0.0004344,0.0002746,0,0,0,2010,2010
2119,99,80,,latin_america_tropical,csmr,,0.0002102,male,-99.0,0.001099,0.0006514,0,0,0,2010,2010
2120,24,20,,north_africa_middle_east,csmr,,1.14e-07,male,-99.0,1.02e-06,4.14e-07,0,0,0,1990,1990
2121,29,25,,north_africa_middle_east,csmr,,1.51e-07,male,-99.0,5.54e-07,3.5e-07,0,0,0,1990,1990
2122,34,30,,north_africa_middle_east,csmr,,1.46e-07,male,-99.0,9.41e-07,4.62e-07,0,0,0,1990,1990
2123,39,35,,north_africa_middle_east,csmr,,1.86e-07,male,-99.0,7.96e-07,4.36e-07,0,0,0,1990,1990
2124,44,40,,north_africa_middle_east,csmr,,2.97e-07,male,-99.0,1.19e-06,6.48e-07,0,0,0,1990,1990
2125,49,45,,north_africa_middle_east,csmr,,6.63e-07,male,-99.0,2.13e-06,1.2e-06,0,0,0,1990,1990
2126,54,50,,north_africa_middle_east,csmr,,1.12e-06,male,-99.0,3.15e-06,1.9e-06,0,0,0,1990,1990
2127,59,55,,north_africa_middle_east,csmr,,9.86e-07,male,-99.0,5.55e-06,2.33e-06,0,0,0,1990,1990
2128,64,60,,north_africa_middle_east,csmr,,4.04e-06,male,-99.0,1.67e-05,7.99e-06,0,0,0,1990,1990
2129,69,65,,north_africa_middle_east,csmr,,1.11e-05,male,-99.0,4.22e-05,2.2e-05,0,0,0,1990,1990
2130,74,70,,north_africa_middle_east,csmr,,1.86e-05,male,-99.0,7.4e-05,3.81e-05,0,0,0,1990,1990
2131,79,75,,north_africa_middle_east,csmr,,3.85e-05,male,-99.0,0.0001249,6.77e-05,0,0,0,1990,1990
2132,99,80,,north_africa_middle_east,csmr,,8.05e-05,male,-99.0,0.0002411,0.0001363,0,0,0,1990,1990
2133,24,20,,north_africa_middle_east,csmr,,1.29e-07,male,-99.0,9.74e-07,4.44e-07,0,0,0,2005,2005
2134,29,25,,north_africa_middle_east,csmr,,1.73e-07,male,-99.0,8e-07,4.94e-07,0,0,0,2005,2005
2135,34,30,,north_africa_middle_east,csmr,,1.57e-07,male,-99.0,9.39e-07,5.27e-07,0,0,0,2005,2005
2136,39,35,,north_africa_middle_east,csmr,,1.95e-07,male,-99.0,8.71e-07,5.21e-07,0,0,0,2005,2005
2137,44,40,,north_africa_middle_east,csmr,,3.33e-07,male,-99.0,1.33e-06,8.11e-07,0,0,0,2005,2005
2138,49,45,,north_africa_middle_east,csmr,,7.71e-07,male,-99.0,2.42e-06,1.48e-06,0,0,0,2005,2005
2139,54,50,,north_africa_middle_east,csmr,,1.34e-06,male,-99.0,3.84e-06,2.45e-06,0,0,0,2005,2005
2140,59,55,,north_africa_middle_east,csmr,,2.08e-06,male,-99.0,5.79e-06,3.31e-06,0,0,0,2005,2005
2141,64,60,,north_africa_middle_east,csmr,,6.07e-06,male,-99.0,1.79e-05,1.08e-05,0,0,0,2005,2005
2142,69,65,,north_africa_middle_east,csmr,,1.69e-05,male,-99.0,5.45e-05,3.22e-05,0,0,0,2005,2005
2143,74,70,,north_africa_middle_east,csmr,,3.09e-05,male,-99.0,0.0001023,5.52e-05,0,0,0,2005,2005
2144,79,75,,north_africa_middle_east,csmr,,4.93e-05,male,-99.0,0.0001825,0.0001003,0,0,0,2005,2005
2145,99,80,,north_africa_middle_east,csmr,,0.000101,male,-99.0,0.0003485,0.0002014,0,0,0,2005,2005
2146,24,20,,north_africa_middle_east,csmr,,1.36e-07,male,-99.0,9.43e-07,4.48e-07,0,0,0,2010,2010
2147,29,25,,north_africa_middle_east,csmr,,1.99e-07,male,-99.0,7.99e-07,5.16e-07,0,0,0,2010,2010
2148,34,30,,north_africa_middle_east,csmr,,1.69e-07,male,-99.0,9.38e-07,5.3e-07,0,0,0,2010,2010
2149,39,35,,north_africa_middle_east,csmr,,2.15e-07,male,-99.0,8.2e-07,5.22e-07,0,0,0,2010,2010
2150,44,40,,north_africa_middle_east,csmr,,3.44e-07,male,-99.0,1.28e-06,8.15e-07,0,0,0,2010,2010
2151,49,45,,north_africa_middle_east,csmr,,8.06e-07,male,-99.0,2.45e-06,1.54e-06,0,0,0,2010,2010
2152,54,50,,north_africa_middle_east,csmr,,1.33e-06,male,-99.0,3.82e-06,2.52e-06,0,0,0,2010,2010
2153,59,55,,north_africa_middle_east,csmr,,2.18e-06,male,-99.0,6.63e-06,3.48e-06,0,0,0,2010,2010
2154,64,60,,north_africa_middle_east,csmr,,6.09e-06,male,-99.0,1.82e-05,1.09e-05,0,0,0,2010,2010
2155,69,65,,north_africa_middle_east,csmr,,1.63e-05,male,-99.0,5.23e-05,3.19e-05,0,0,0,2010,2010
2156,74,70,,north_africa_middle_east,csmr,,3.07e-05,male,-99.0,9.78e-05,5.5e-05,0,0,0,2010,2010
2157,79,75,,north_africa_middle_east,csmr,,5.22e-05,male,-99.0,0.0001841,0.0001016,0,0,0,2010,2010
2158,99,80,,north_africa_middle_east,csmr,,0.000101,male,-99.0,0.0003847,0.0002088,0,0,0,2010,2010
2159,59,50,,USA,p,17468.0,,total,-0.00099,,0.000515227845203,1,0,0,1990,1988
2160,99,50,,CAN,p,10497.0,,female,-0.00099,,0.00390587786987,0,0,0,1986,1986
2161,64,45,,USA,p,20871.0,,female,-0.00099,,0.000191653490489,0,0,0,1991,1988
2162,99,50,,CAN,p,8930.0,,male,-0.00099,,0.0357222844345,0,0,0,1986,1986
2163,64,40,,USA,p,3016.0,,female,-0.00099,,0.00132625994695,0,0,0,1982,1982
2164,64,45,,USA,p,16399.0,,male,-0.00099,,0.0015854625282,0,0,0,1991,1988
2165,64,40,,USA,p,2473.0,,male,-0.00099,,0.00121310149616,0,0,0,1982,1982
2166,69,60,,USA,p,16179.0,,total,-0.00099,,0.00426478768774,1,0,0,1990,1988
2167,64,60,,USA,p,,,male,0.001556,,0.000778931595179,0,1,0,1982,1982
2168,99,40,,USA,p,5055.0,,male,-0.00099,,0.00276953511375,1,1,0,1978,1978
2169,99,40,,USA,p,5032.0,,female,-0.00099,,0.00476947535771,1,1,0,1978,1978
2170,74,70,,USA,p,,,male,0.001864,,0.0121386304218,0,1,0,1992,1992
2171,74,65,,USA,p,7792.0,,female,-0.00099,,0.00115503080082,0,0,0,1991,1988
2172,69,65,,USA,p,,,male,0.00188,,0.00252802696696,0,1,0,1987,1987
2173,74,65,,USA,p,948.0,,male,-0.00099,,0.00949367088607,0,0,0,1982,1982
2174,69,65,,USA,p,,,male,0.001334,,0.00540249229808,0,1,0,1982,1982
2175,99,85,,USA,p,2295.0,,female,-0.00099,,0.00174291938998,0,0,0,1991,1988
2176,79,70,,USA,p,12556.0,,total,-0.00099,,0.0076457470532,1,0,0,1990,1988
2177,74,65,,USA,p,1235.0,,female,-0.00099,,0.0121457489878,0,0,0,1982,1982
2178,84,80,,USA,p,,,male,0.00296,,0.0371934706693,0,1,0,1987,1987
2179,74,65,,USA,p,4573.0,,male,-0.00099,,0.00371747211896,0,0,0,1991,1988
2180,74,70,,USA,p,,,male,0.001691,,0.00169653730916,0,1,0,1987,1987
2181,94,90,,USA,p,,,male,0.007763,,0.0157907733408,0,1,0,1992,1992
2182,84,80,,USA,p,,,male,0.004662,,0.00270250440696,0,1,0,1982,1982
2183,79,75,,USA,p,,,male,0.002594,,0.0148263920791,0,1,0,1987,1987
2184,89,85,,USA,p,,,male,0.00582,,0.0165317783451,0,1,0,1987,1987
2185,79,75,,USA,p,,,male,0.002913,,0.00310275198753,0,1,0,1982,1982
2186,74,70,,USA,p,,,male,0.002476,,0.0258408119788,0,1,0,1982,1982
2187,99,75,,USA,p,781.0,,female,-0.00099,,0.00896286811779,0,0,0,1982,1982
2188,84,75,,USA,p,5852.0,,female,-0.00099,,0.0121326042379,0,0,0,1991,1988
2189,89,85,,USA,p,,,male,0.004468,,0.0241021738735,0,1,0,1992,1992
2190,79,75,,USA,p,,,male,0.002245,,0.00344765797104,0,1,0,1992,1992
2191,99,75,,USA,p,472.0,,male,-0.00099,,0.0233050847457,0,0,0,1982,1982
2192,99,80,,USA,p,5590.0,,total,-0.00099,,0.00751341681574,1,0,0,1990,1988
2193,84,80,,USA,p,,,male,0.003515,,0.0063964359209,0,1,0,1992,1992
2194,84,75,,USA,p,2531.0,,male,-0.00099,,0.00592651126037,0,0,0,1991,1988
2195,99,85,,USA,p,851.0,,male,-0.00099,,0.027027027027,0,0,0,1991,1988
2196,99,63,,CAN,smr,,0.93,total,-99.0,1.22,1.43619119348,0,0,0,2000,1987
2197,99,0,,USA,smr,,1.57,total,-99.0,2.34,2.69670589434,0,0,0,1995,1985
2198,24,20,,oceania,csmr,,1.07e-07,male,-99.0,7.5e-07,2.79e-07,0,0,0,1990,1990
2199,29,25,,oceania,csmr,,1.32e-07,male,-99.0,8.88e-07,3.53e-07,0,0,0,1990,1990
2200,34,30,,oceania,csmr,,1.09e-07,male,-99.0,1.08e-06,3.54e-07,0,0,0,1990,1990
2201,39,35,,oceania,csmr,,1.66e-07,male,-99.0,1.74e-06,5e-07,0,0,0,1990,1990
2202,44,40,,oceania,csmr,,2.79e-07,male,-99.0,2.99e-06,8.47e-07,0,0,0,1990,1990
2203,49,45,,oceania,csmr,,4.62e-07,male,-99.0,4.55e-06,1.42e-06,0,0,0,1990,1990
2204,54,50,,oceania,csmr,,9.49e-07,male,-99.0,8.44e-06,2.78e-06,0,0,0,1990,1990
2205,59,55,,oceania,csmr,,1.53e-06,male,-99.0,1.57e-05,5.25e-06,0,0,0,1990,1990
2206,64,60,,oceania,csmr,,4.15e-06,male,-99.0,3.47e-05,1.26e-05,0,0,0,1990,1990
2207,69,65,,oceania,csmr,,9.98e-06,male,-99.0,8.01e-05,3.06e-05,0,0,0,1990,1990
2208,74,70,,oceania,csmr,,2.04e-05,male,-99.0,0.000151,6.33e-05,0,0,0,1990,1990
2209,79,75,,oceania,csmr,,3.98e-05,male,-99.0,0.0002552,0.0001148,0,0,0,1990,1990
2210,99,80,,oceania,csmr,,6.72e-05,male,-99.0,0.0004049,0.000193,0,0,0,1990,1990
2211,24,20,,oceania,csmr,,1.16e-07,male,-99.0,9.27e-07,3.36e-07,0,0,0,2005,2005
2212,29,25,,oceania,csmr,,1.32e-07,male,-99.0,1.13e-06,3.99e-07,0,0,0,2005,2005
2213,34,30,,oceania,csmr,,1.16e-07,male,-99.0,1.21e-06,3.83e-07,0,0,0,2005,2005
2214,39,35,,oceania,csmr,,1.81e-07,male,-99.0,1.77e-06,5.52e-07,0,0,0,2005,2005
2215,44,40,,oceania,csmr,,3.14e-07,male,-99.0,2.96e-06,8.83e-07,0,0,0,2005,2005
2216,49,45,,oceania,csmr,,5.24e-07,male,-99.0,5.08e-06,1.56e-06,0,0,0,2005,2005
2217,54,50,,oceania,csmr,,1.08e-06,male,-99.0,1.04e-05,3.2e-06,0,0,0,2005,2005
2218,59,55,,oceania,csmr,,2e-06,male,-99.0,1.79e-05,6.24e-06,0,0,0,2005,2005
2219,64,60,,oceania,csmr,,4.68e-06,male,-99.0,4.31e-05,1.48e-05,0,0,0,2005,2005
2220,69,65,,oceania,csmr,,1.22e-05,male,-99.0,9.66e-05,3.66e-05,0,0,0,2005,2005
2221,74,70,,oceania,csmr,,2.4e-05,male,-99.0,0.0002013,7.73e-05,0,0,0,2005,2005
2222,79,75,,oceania,csmr,,5.01e-05,male,-99.0,0.0003473,0.0001474,0,0,0,2005,2005
2223,99,80,,oceania,csmr,,7.86e-05,male,-99.0,0.0005526,0.0002549,0,0,0,2005,2005
2224,24,20,,oceania,csmr,,1.22e-07,male,-99.0,9.2e-07,3.4e-07,0,0,0,2010,2010
2225,29,25,,oceania,csmr,,1.41e-07,male,-99.0,1.07e-06,3.96e-07,0,0,0,2010,2010
2226,34,30,,oceania,csmr,,1.33e-07,male,-99.0,1.15e-06,3.87e-07,0,0,0,2010,2010
2227,39,35,,oceania,csmr,,1.82e-07,male,-99.0,1.92e-06,5.57e-07,0,0,0,2010,2010
2228,44,40,,oceania,csmr,,2.99e-07,male,-99.0,2.82e-06,8.96e-07,0,0,0,2010,2010
2229,49,45,,oceania,csmr,,5.22e-07,male,-99.0,4.91e-06,1.59e-06,0,0,0,2010,2010
2230,54,50,,oceania,csmr,,1.05e-06,male,-99.0,1.02e-05,3.2e-06,0,0,0,2010,2010
2231,59,55,,oceania,csmr,,2.06e-06,male,-99.0,1.78e-05,6.4e-06,0,0,0,2010,2010
2232,64,60,,oceania,csmr,,4.8e-06,male,-99.0,4.44e-05,1.5e-05,0,0,0,2010,2010
2233,69,65,,oceania,csmr,,1.15e-05,male,-99.0,0.0001027,3.75e-05,0,0,0,2010,2010
2234,74,70,,oceania,csmr,,2.5e-05,male,-99.0,0.0002156,7.98e-05,0,0,0,2010,2010
2235,79,75,,oceania,csmr,,5.15e-05,male,-99.0,0.0003706,0.0001507,0,0,0,2010,2010
2236,99,80,,oceania,csmr,,8.45e-05,male,-99.0,0.000564,0.0002631,0,0,0,2010,2010
2237,24,20,,sub-saharan_africa_central,csmr,,3.02e-07,male,-99.0,2.82e-06,9.9e-07,0,0,0,1990,1990
2238,29,25,,sub-saharan_africa_central,csmr,,3.67e-07,male,-99.0,3.37e-06,1.16e-06,0,0,0,1990,1990
2239,34,30,,sub-saharan_africa_central,csmr,,3.88e-07,male,-99.0,3.64e-06,1.3e-06,0,0,0,1990,1990
2240,39,35,,sub-saharan_africa_central,csmr,,5.54e-07,male,-99.0,6.12e-06,1.96e-06,0,0,0,1990,1990
2241,44,40,,sub-saharan_africa_central,csmr,,8.85e-07,male,-99.0,8.09e-06,2.82e-06,0,0,0,1990,1990
2242,49,45,,sub-saharan_africa_central,csmr,,1.8e-06,male,-99.0,1.31e-05,5e-06,0,0,0,1990,1990
2243,54,50,,sub-saharan_africa_central,csmr,,3.68e-06,male,-99.0,2.44e-05,1.04e-05,0,0,0,1990,1990
2244,59,55,,sub-saharan_africa_central,csmr,,7.28e-06,male,-99.0,4.77e-05,2.1e-05,0,0,0,1990,1990
2245,64,60,,sub-saharan_africa_central,csmr,,1.82e-05,male,-99.0,0.0001241,5.24e-05,0,0,0,1990,1990
2246,69,65,,sub-saharan_africa_central,csmr,,4.05e-05,male,-99.0,0.0002635,0.0001167,0,0,0,1990,1990
2247,74,70,,sub-saharan_africa_central,csmr,,8.47e-05,male,-99.0,0.0006312,0.000268,0,0,0,1990,1990
2248,79,75,,sub-saharan_africa_central,csmr,,0.0001563,male,-99.0,0.0009713,0.0004508,0,0,0,1990,1990
2249,99,80,,sub-saharan_africa_central,csmr,,0.0002458,male,-99.0,0.001698,0.0007205,0,0,0,1990,1990
2250,24,20,,sub-saharan_africa_central,csmr,,3.44e-07,male,-99.0,2.79e-06,1.06e-06,0,0,0,2005,2005
2251,29,25,,sub-saharan_africa_central,csmr,,4.15e-07,male,-99.0,3.19e-06,1.24e-06,0,0,0,2005,2005
2252,34,30,,sub-saharan_africa_central,csmr,,4.25e-07,male,-99.0,3.48e-06,1.37e-06,0,0,0,2005,2005
2253,39,35,,sub-saharan_africa_central,csmr,,6.31e-07,male,-99.0,5.5e-06,1.99e-06,0,0,0,2005,2005
2254,44,40,,sub-saharan_africa_central,csmr,,9.87e-07,male,-99.0,7.32e-06,2.88e-06,0,0,0,2005,2005
2255,49,45,,sub-saharan_africa_central,csmr,,1.94e-06,male,-99.0,1.21e-05,5.1e-06,0,0,0,2005,2005
2256,54,50,,sub-saharan_africa_central,csmr,,4.17e-06,male,-99.0,2.24e-05,1.06e-05,0,0,0,2005,2005
2257,59,55,,sub-saharan_africa_central,csmr,,7.39e-06,male,-99.0,4.47e-05,2e-05,0,0,0,2005,2005
2258,64,60,,sub-saharan_africa_central,csmr,,1.84e-05,male,-99.0,0.0001099,4.95e-05,0,0,0,2005,2005
2259,69,65,,sub-saharan_africa_central,csmr,,4.08e-05,male,-99.0,0.0002482,0.0001109,0,0,0,2005,2005
2260,74,70,,sub-saharan_africa_central,csmr,,9.2e-05,male,-99.0,0.0005605,0.000249,0,0,0,2005,2005
2261,79,75,,sub-saharan_africa_central,csmr,,0.0001743,male,-99.0,0.0008649,0.0004262,0,0,0,2005,2005
2262,99,80,,sub-saharan_africa_central,csmr,,0.0002418,male,-99.0,0.0014379,0.000683,0,0,0,2005,2005
2263,24,20,,sub-saharan_africa_central,csmr,,3.6e-07,male,-99.0,2.59e-06,1.05e-06,0,0,0,2010,2010
2264,29,25,,sub-saharan_africa_central,csmr,,4.1e-07,male,-99.0,2.83e-06,1.2e-06,0,0,0,2010,2010
2265,34,30,,sub-saharan_africa_central,csmr,,4.38e-07,male,-99.0,2.97e-06,1.32e-06,0,0,0,2010,2010
2266,39,35,,sub-saharan_africa_central,csmr,,6.71e-07,male,-99.0,5.21e-06,1.9e-06,0,0,0,2010,2010
2267,44,40,,sub-saharan_africa_central,csmr,,1.01e-06,male,-99.0,6.93e-06,2.84e-06,0,0,0,2010,2010
2268,49,45,,sub-saharan_africa_central,csmr,,2.02e-06,male,-99.0,1.16e-05,5.02e-06,0,0,0,2010,2010
2269,54,50,,sub-saharan_africa_central,csmr,,4.07e-06,male,-99.0,2.12e-05,1.04e-05,0,0,0,2010,2010
2270,59,55,,sub-saharan_africa_central,csmr,,7.46e-06,male,-99.0,4.27e-05,1.95e-05,0,0,0,2010,2010
2271,64,60,,sub-saharan_africa_central,csmr,,1.78e-05,male,-99.0,0.0001095,4.86e-05,0,0,0,2010,2010
2272,69,65,,sub-saharan_africa_central,csmr,,3.99e-05,male,-99.0,0.0002261,0.0001076,0,0,0,2010,2010
2273,74,70,,sub-saharan_africa_central,csmr,,9.15e-05,male,-99.0,0.0005763,0.0002438,0,0,0,2010,2010
2274,79,75,,sub-saharan_africa_central,csmr,,0.0001697,male,-99.0,0.0008501,0.0004221,0,0,0,2010,2010
2275,99,80,,sub-saharan_africa_central,csmr,,0.0002309,male,-99.0,0.001394,0.0006747,0,0,0,2010,2010
2276,24,20,,sub-saharan_africa_east,csmr,,3.51e-07,male,-99.0,1.91e-06,9.17e-07,0,0,0,1990,1990
2277,29,25,,sub-saharan_africa_east,csmr,,4.33e-07,male,-99.0,2.37e-06,1.2e-06,0,0,0,1990,1990
2278,34,30,,sub-saharan_africa_east,csmr,,4.78e-07,male,-99.0,2.18e-06,1.18e-06,0,0,0,1990,1990
2279,39,35,,sub-saharan_africa_east,csmr,,6.59e-07,male,-99.0,2.98e-06,1.65e-06,0,0,0,1990,1990
2280,44,40,,sub-saharan_africa_east,csmr,,1.04e-06,male,-99.0,4.6e-06,2.53e-06,0,0,0,1990,1990
2281,49,45,,sub-saharan_africa_east,csmr,,1.95e-06,male,-99.0,7.94e-06,4.52e-06,0,0,0,1990,1990
2282,54,50,,sub-saharan_africa_east,csmr,,4.31e-06,male,-99.0,1.37e-05,8.67e-06,0,0,0,1990,1990
2283,59,55,,sub-saharan_africa_east,csmr,,8.3e-06,male,-99.0,2.71e-05,1.69e-05,0,0,0,1990,1990
2284,64,60,,sub-saharan_africa_east,csmr,,2.06e-05,male,-99.0,6.72e-05,4.15e-05,0,0,0,1990,1990
2285,69,65,,sub-saharan_africa_east,csmr,,4.67e-05,male,-99.0,0.0001596,9.68e-05,0,0,0,1990,1990
2286,74,70,,sub-saharan_africa_east,csmr,,9.9e-05,male,-99.0,0.0003559,0.0002101,0,0,0,1990,1990
2287,79,75,,sub-saharan_africa_east,csmr,,0.0001833,male,-99.0,0.0006166,0.0003714,0,0,0,1990,1990
2288,99,80,,sub-saharan_africa_east,csmr,,0.0002597,male,-99.0,0.0010509,0.0006068,0,0,0,1990,1990
2289,24,20,,sub-saharan_africa_east,csmr,,3.75e-07,male,-99.0,2.2e-06,1.01e-06,0,0,0,2005,2005
2290,29,25,,sub-saharan_africa_east,csmr,,4.53e-07,male,-99.0,2.64e-06,1.28e-06,0,0,0,2005,2005
2291,34,30,,sub-saharan_africa_east,csmr,,5.05e-07,male,-99.0,2.69e-06,1.3e-06,0,0,0,2005,2005
2292,39,35,,sub-saharan_africa_east,csmr,,6.98e-07,male,-99.0,3.52e-06,1.8e-06,0,0,0,2005,2005
2293,44,40,,sub-saharan_africa_east,csmr,,1.08e-06,male,-99.0,4.75e-06,2.57e-06,0,0,0,2005,2005
2294,49,45,,sub-saharan_africa_east,csmr,,2.12e-06,male,-99.0,7.6e-06,4.45e-06,0,0,0,2005,2005
2295,54,50,,sub-saharan_africa_east,csmr,,4.42e-06,male,-99.0,1.33e-05,8.59e-06,0,0,0,2005,2005
2296,59,55,,sub-saharan_africa_east,csmr,,8.36e-06,male,-99.0,2.8e-05,1.62e-05,0,0,0,2005,2005
2297,64,60,,sub-saharan_africa_east,csmr,,2.01e-05,male,-99.0,6.9e-05,3.96e-05,0,0,0,2005,2005
2298,69,65,,sub-saharan_africa_east,csmr,,4.48e-05,male,-99.0,0.0001647,9.04e-05,0,0,0,2005,2005
2299,74,70,,sub-saharan_africa_east,csmr,,9.91e-05,male,-99.0,0.0003426,0.0001965,0,0,0,2005,2005
2300,79,75,,sub-saharan_africa_east,csmr,,0.0001746,male,-99.0,0.0005881,0.0003558,0,0,0,2005,2005
2301,99,80,,sub-saharan_africa_east,csmr,,0.0002689,male,-99.0,0.0011092,0.0006135,0,0,0,2005,2005
2302,24,20,,sub-saharan_africa_east,csmr,,3.65e-07,male,-99.0,1.89e-06,9.54e-07,0,0,0,2010,2010
2303,29,25,,sub-saharan_africa_east,csmr,,4.69e-07,male,-99.0,2.19e-06,1.18e-06,0,0,0,2010,2010
2304,34,30,,sub-saharan_africa_east,csmr,,4.88e-07,male,-99.0,2.01e-06,1.17e-06,0,0,0,2010,2010
2305,39,35,,sub-saharan_africa_east,csmr,,7.04e-07,male,-99.0,2.84e-06,1.61e-06,0,0,0,2010,2010
2306,44,40,,sub-saharan_africa_east,csmr,,1.08e-06,male,-99.0,3.92e-06,2.39e-06,0,0,0,2010,2010
2307,49,45,,sub-saharan_africa_east,csmr,,2.12e-06,male,-99.0,6.63e-06,4.19e-06,0,0,0,2010,2010
2308,54,50,,sub-saharan_africa_east,csmr,,4.59e-06,male,-99.0,1.31e-05,8.21e-06,0,0,0,2010,2010
2309,59,55,,sub-saharan_africa_east,csmr,,8.38e-06,male,-99.0,2.61e-05,1.57e-05,0,0,0,2010,2010
2310,64,60,,sub-saharan_africa_east,csmr,,2.03e-05,male,-99.0,6.96e-05,3.84e-05,0,0,0,2010,2010
2311,69,65,,sub-saharan_africa_east,csmr,,4.35e-05,male,-99.0,0.000157,8.9e-05,0,0,0,2010,2010
2312,74,70,,sub-saharan_africa_east,csmr,,0.0001029,male,-99.0,0.0003439,0.0001952,0,0,0,2010,2010
2313,79,75,,sub-saharan_africa_east,csmr,,0.0001735,male,-99.0,0.0006055,0.0003519,0,0,0,2010,2010
2314,99,80,,sub-saharan_africa_east,csmr,,0.0002646,male,-99.0,0.0011159,0.0006141,0,0,0,2010,2010
2315,24,20,,sub-saharan_africa_southern,csmr,,2.65e-07,male,-99.0,1.19e-06,5.04e-07,0,0,0,1990,1990
2316,29,25,,sub-saharan_africa_southern,csmr,,2.97e-07,male,-99.0,1.83e-06,7.59e-07,0,0,0,1990,1990
2317,34,30,,sub-saharan_africa_southern,csmr,,4.43e-07,male,-99.0,2.75e-06,1.22e-06,0,0,0,1990,1990
2318,39,35,,sub-saharan_africa_southern,csmr,,5.54e-07,male,-99.0,3.51e-06,1.52e-06,0,0,0,1990,1990
2319,44,40,,sub-saharan_africa_southern,csmr,,1.25e-06,male,-99.0,5.74e-06,2.76e-06,0,0,0,1990,1990
2320,49,45,,sub-saharan_africa_southern,csmr,,1.9e-06,male,-99.0,8.03e-06,3.81e-06,0,0,0,1990,1990
2321,54,50,,sub-saharan_africa_southern,csmr,,3.86e-06,male,-99.0,1.44e-05,7.58e-06,0,0,0,1990,1990
2322,59,55,,sub-saharan_africa_southern,csmr,,8.15e-06,male,-99.0,2.97e-05,1.54e-05,0,0,0,1990,1990
2323,64,60,,sub-saharan_africa_southern,csmr,,2.17e-05,male,-99.0,7.32e-05,4.03e-05,0,0,0,1990,1990
2324,69,65,,sub-saharan_africa_southern,csmr,,4.38e-05,male,-99.0,0.0001406,8.58e-05,0,0,0,1990,1990
2325,74,70,,sub-saharan_africa_southern,csmr,,0.0001178,male,-99.0,0.0003621,0.0002159,0,0,0,1990,1990
2326,79,75,,sub-saharan_africa_southern,csmr,,0.0002193,male,-99.0,0.0006941,0.0004431,0,0,0,1990,1990
2327,99,80,,sub-saharan_africa_southern,csmr,,0.0003907,male,-99.0,0.0013702,0.0008201,0,0,0,1990,1990
2328,24,20,,sub-saharan_africa_southern,csmr,,4.31e-07,male,-99.0,1.45e-06,9.4e-07,0,0,0,2005,2005
2329,29,25,,sub-saharan_africa_southern,csmr,,6.14e-07,male,-99.0,2.94e-06,1.65e-06,0,0,0,2005,2005
2330,34,30,,sub-saharan_africa_southern,csmr,,1e-06,male,-99.0,5.58e-06,2.96e-06,0,0,0,2005,2005
2331,39,35,,sub-saharan_africa_southern,csmr,,1.31e-06,male,-99.0,5.9e-06,3.38e-06,0,0,0,2005,2005
